ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1729,45-54,Male,Masters degree,UK,White,28,33,43,40,39,-0.21712,-0.52593,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
1730,18-24,Male,"Some college or university, no certificate or degree",Other,White,18,46,46,44,52,-2.55524,-0.21575,Used in Last Month,Never Used,Used in Last Year,Used in Last Decade,Used in Last Day,Used in Last Week,Used in Last Day,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Decade,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used
1731,25-34,Female,"Some college or university, no certificate or degree",UK,White,42,30,41,43,36,-0.21712,0.7654,Used in Last Day,Used in Last Decade,Used in Last Decade,Used in Last Year,Used in Last Day,Used in Last Year,Used in Last Week,Never Used,Never Used,Used in Last Decade,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
1732,45-54,Male,Masters degree,UK,White,32,38,48,42,43,-0.21712,-0.21575,Used in Last Week,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Day,Used in Last Year,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Used in Last Decade,Used over a Decade Ago,Never Used,Used in Last Decade,Used in Last Day,Never Used,Never Used
1733,25-34,Male,Professional certificate/ diploma,UK,White,40,34,40,35,50,0.19268,-1.18084,Used in Last Month,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Used in Last Day,Never Used,Never Used
1734,45-54,Male,Professional certificate/ diploma,UK,White,27,38,35,43,43,-1.37983,-1.54858,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
1735,45-54,Female,Professional certificate/ diploma,UK,White,26,45,42,49,51,0.19268,0.07987,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
1736,25-34,Female,Masters degree,UK,White,16,42,30,55,54,-0.21712,-0.52593,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Decade,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used
1737,35-44,Male,Professional certificate/ diploma,UK,White,23,46,48,51,44,-0.71126,0.7654,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
1738,45-54,Male,Professional certificate/ diploma,UK,White,24,38,45,46,42,-0.21712,-0.52593,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
1739,55-64,Female,Left school before 16 years,UK,White,34,41,41,49,46,-0.71126,-0.52593,Used in Last Week,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
1740,25-34,Female,Professional certificate/ diploma,UK,White,38,40,43,45,42,-0.71126,-1.18084,Used in Last Month,Never Used,Used in Last Decade,Never Used,Used in Last Year,Used in Last Decade,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
1741,45-54,Female,University degree,UK,White,27,42,42,42,49,-1.37983,-2.07848,Used in Last Day,Never Used,Never Used,Used over a Decade Ago,Used in Last Year,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
1742,25-34,Female,University degree,USA,White,50,44,52,32,42,-1.37983,-1.18084,Used in Last Week,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Decade,Never Used,Used in Last Month,Never Used,Used in Last Decade,Used in Last Month,Never Used,Never Used
1743,35-44,Male,University degree,UK,White,22,45,53,39,38,0.52975,0.7654,Used in Last Week,Used in Last Decade,Used over a Decade Ago,Never Used,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Decade,Never Used,Used over a Decade Ago
1744,35-44,Female,Masters degree,UK,White,30,43,42,41,48,-0.21712,-0.84637,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
1745,55-64,Female,"Some college or university, no certificate or degree",UK,White,31,33,36,46,42,-0.71126,-0.52593,Used in Last Year,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
1746,25-34,Female,Left school at 16 years,UK,White,20,46,39,56,55,-1.37983,-0.84637,Used in Last Month,Never Used,Never Used,Used in Last Day,Used in Last Day,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
1747,35-44,Female,Masters degree,UK,Black,33,36,42,44,43,-0.21712,-1.18084,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
1748,45-54,Female,"Some college or university, no certificate or degree",UK,White,37,45,49,52,41,0.19268,-0.21575,Used in Last Day,Never Used,Never Used,Used in Last Decade,Used in Last Day,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
1749,18-24,Male,University degree,USA,White,49,35,60,60,36,0.88113,1.92173,Used in Last Week,Used in Last Day,Never Used,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Day,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Day,Never Used,Used over a Decade Ago
1750,25-34,Female,Left school at 17 years,USA,White,58,37,43,30,26,0.88113,-0.21575,Used in Last Week,Used in Last Day,Never Used,Used in Last Week,Used in Last Day,Used in Last Year,Used in Last Week,Used in Last Decade,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used,Used over a Decade Ago,Used in Last Week,Used over a Decade Ago,Used in Last Day,Never Used,Never Used
1751,45-54,Male,Left school at 16 years,UK,White,33,43,40,39,45,-0.21712,-0.21575,Used in Last Week,Never Used,Never Used,Used in Last Decade,Used in Last Day,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
1752,25-34,Female,University degree,USA,White,54,44,55,36,37,1.29221,1.2247,Used in Last Week,Used in Last Day,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
1753,25-34,Male,University degree,UK,White,29,46,41,55,49,0.52975,-0.52593,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
1754,25-34,Female,Professional certificate/ diploma,UK,White,34,50,46,44,39,0.88113,0.07987,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Used in Last Decade,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Decade,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used
1755,18-24,Male,"Some college or university, no certificate or degree",USA,White,26,41,49,27,30,0.88113,1.92173,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Week,Never Used,Never Used
1756,18-24,Female,Left school at 18 years,USA,White,46,49,59,40,49,0.52975,0.7654,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Decade,Used in Last Year,Used in Last Day,Never Used,Never Used
1757,18-24,Male,Left school at 18 years,USA,White,43,40,55,47,29,0.52975,0.40148,Used in Last Week,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Decade,Used in Last Year,Used in Last Year,Never Used,Never Used,Used in Last Week,Used in Last Decade,Used in Last Year,Used in Last Year,Used in Last Day,Never Used,Used in Last Decade
1758,35-44,Male,Professional certificate/ diploma,UK,White,46,37,29,41,47,-1.37983,-2.07848,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
1759,45-54,Male,Masters degree,Australia,White,27,37,47,38,49,1.86203,0.40148,Used in Last Year,Used in Last Day,Used over a Decade Ago,Used in Last Decade,Used in Last Day,Used in Last Year,Used in Last Week,Used in Last Month,Never Used,Used in Last Month,Used in Last Year,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Decade,Never Used,Never Used
1760,35-44,Male,Masters degree,Other,White,33,27,46,41,44,-0.21712,-1.54858,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Week,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used
1761,45-54,Female,Professional certificate/ diploma,UK,White,30,42,47,34,48,0.19268,-0.21575,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Used over a Decade Ago,Never Used,Never Used
1762,35-44,Female,Professional certificate/ diploma,UK,White,33,36,45,41,47,0.88113,0.40148,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Decade,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
1763,18-24,Male,"Some college or university, no certificate or degree",USA,White,41,32,46,28,31,-0.71126,0.7654,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Month,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Month,Used in Last Year,Never Used,Used in Last Month,Used in Last Day,Never Used,Never Used
1764,18-24,Female,University degree,Other,White,28,32,57,45,57,-0.21712,1.2247,Used in Last Month,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Year,Used in Last Month,Used in Last Month,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Year,Used in Last Decade,Used in Last Year,Never Used,Used in Last Decade
1765,35-44,Male,Left school at 16 years,UK,White,45,38,47,45,35,0.88113,1.2247,Used in Last Week,Used in Last Month,Used over a Decade Ago,Used in Last Month,Used in Last Day,Used in Last Week,Used in Last Day,Used in Last Year,Used in Last Month,Used in Last Decade,Used in Last Month,Never Used,Used in Last Year,Used over a Decade Ago,Used in Last Day,Used in Last Decade,Used over a Decade Ago,Never Used,Used over a Decade Ago
1766,25-34,Female,"Some college or university, no certificate or degree",USA,White,41,52,55,41,48,-0.71126,1.2247,Used in Last Month,Used in Last Week,Never Used,Used in Last Month,Used in Last Day,Used in Last Week,Used in Last Day,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Year,Never Used,Used in Last Month,Used in Last Year,Used in Last Month,Used in Last Year,Used in Last Day,Never Used,Used over a Decade Ago
1767,25-34,Female,University degree,USA,White,44,31,54,58,44,-0.71126,-0.52593,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Week,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Never Used,Never Used
1768,18-24,Male,"Some college or university, no certificate or degree",USA,White,39,26,47,51,56,-1.37983,-0.52593,Used in Last Year,Used in Last Year,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Year,Never Used,Used in Last Month,Used in Last Day,Never Used,Never Used
1769,25-34,Female,"Some college or university, no certificate or degree",Other,White,45,33,54,43,37,-0.21712,-0.84637,Used in Last Week,Used in Last Decade,Never Used,Never Used,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Decade,Used in Last Year,Never Used,Used in Last Decade,Used in Last Week,Never Used,Never Used
1770,35-44,Female,Professional certificate/ diploma,UK,White,28,43,38,47,42,-0.71126,-0.21575,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
1771,25-34,Male,University degree,USA,White,31,46,46,46,42,0.88113,1.92173,Used in Last Week,Used in Last Decade,Never Used,Used in Last Month,Used in Last Day,Used in Last Month,Used in Last Week,Used in Last Year,Never Used,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Year,Used in Last Decade,Used in Last Month,Used in Last Year,Used in Last Month,Never Used,Used over a Decade Ago
1772,55-64,Male,"Some college or university, no certificate or degree",USA,White,33,30,45,34,48,0.52975,-0.84637,Used in Last Decade,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Never Used,Never Used
1773,18-24,Male,Left school at 18 years,USA,Mixed-White/Black,32,48,53,43,38,0.52975,1.2247,Used in Last Month,Used in Last Year,Never Used,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Month,Used in Last Year,Used in Last Day,Used in Last Year,Used in Last Year,Used in Last Year,Used over a Decade Ago,Used in Last Year
1774,25-34,Female,Masters degree,USA,White,45,44,43,35,36,0.88113,1.92173,Used in Last Day,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Week,Used in Last Day,Used in Last Month,Used in Last Week,Used in Last Year,Used in Last Month,Used in Last Year,Used in Last Year,Never Used,Used in Last Year,Used in Last Month,Used in Last Year,Used in Last Day,Never Used,Used in Last Decade
1775,18-24,Female,Left school at 18 years,Republic of Ireland,White,44,37,49,46,34,-0.71126,0.40148,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Year,Never Used,Used in Last Day,Never Used,Used in Last Year,Never Used,Used in Last Day
1776,18-24,Male,"Some college or university, no certificate or degree",USA,White,27,43,49,46,45,-0.71126,-0.52593,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Year,Used in Last Week,Never Used,Never Used,Used in Last Week,Never Used,Never Used,Used in Last Decade,Used in Last Year,Never Used,Used in Last Year,Used in Last Month,Never Used,Never Used
1777,18-24,Female,University degree,USA,White,44,32,55,45,49,0.88113,1.92173,Used in Last Week,Never Used,Never Used,Used in Last Week,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Week,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Year,Used in Last Decade,Used in Last Week,Used in Last Decade,Used in Last Year,Never Used,Used in Last Year
1778,45-54,Female,Left school at 16 years,UK,White,46,35,34,41,35,1.86203,1.92173,Used over a Decade Ago,Used in Last Month,Used in Last Month,Used in Last Day,Used in Last Week,Used in Last Decade,Used in Last Week,Used in Last Decade,Used in Last Decade,Used in Last Year,Used over a Decade Ago,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used in Last Year,Used over a Decade Ago,Used in Last Day,Never Used,Used over a Decade Ago
1779,18-24,Female,University degree,USA,White,35,42,46,26,47,0.88113,0.7654,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Year,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Month,Used in Last Year,Never Used,Never Used
1780,45-54,Male,"Some college or university, no certificate or degree",USA,White,33,40,48,45,40,0.88113,1.2247,Used in Last Decade,Used in Last Decade,Used over a Decade Ago,Used in Last Year,Used in Last Day,Used in Last Decade,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used
1781,18-24,Female,University degree,USA,White,49,35,31,34,34,0.19268,0.40148,Used in Last Week,Used in Last Decade,Used in Last Decade,Used in Last Year,Used in Last Day,Used in Last Year,Used in Last Week,Used in Last Week,Never Used,Used in Last Month,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Day,Never Used,Used in Last Decade
1782,18-24,Male,Left school at 18 years,Canada,White,23,36,35,32,50,-0.71126,0.07987,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Decade,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
1783,25-34,Female,Left school at 17 years,UK,White,32,43,51,46,50,0.88113,0.40148,Used in Last Week,Used in Last Decade,Never Used,Never Used,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Never Used
1784,25-34,Female,"Some college or university, no certificate or degree",UK,Mixed-White/Black,48,34,40,36,35,1.29221,1.92173,Used in Last Week,Used in Last Year,Used in Last Week,Used in Last Year,Used in Last Day,Never Used,Used in Last Week,Used in Last Day,Never Used,Used in Last Year,Never Used,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used,Never Used
1785,18-24,Male,"Some college or university, no certificate or degree",USA,Black,46,32,43,42,32,0.19268,0.40148,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Week,Used in Last Day,Used in Last Week,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Never Used
1786,25-34,Female,Masters degree,UK,White,34,36,43,46,44,-1.37983,-1.54858,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Year,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
1787,18-24,Male,"Some college or university, no certificate or degree",USA,White,29,59,57,43,36,0.52975,1.2247,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Day,Used in Last Day,Used in Last Month,Never Used,Used in Last Month,Never Used,Used in Last Week,Used in Last Month,Used in Last Week,Never Used,Used in Last Year,Used in Last Day,Never Used,Used in Last Year
1788,18-24,Male,University degree,USA,White,41,33,47,48,37,-0.21712,1.2247,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Year,Used in Last Week,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Year,Used in Last Year,Never Used,Used in Last Year,Never Used,Never Used,Never Used
1789,45-54,Female,University degree,Other,White,32,32,45,39,46,-0.71126,-0.52593,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Month,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Never Used
1790,18-24,Male,"Some college or university, no certificate or degree",USA,White,36,39,59,36,30,1.86203,1.92173,Used in Last Week,Used in Last Day,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Month,Used in Last Week,Never Used,Never Used
1791,18-24,Male,Left school at 17 years,USA,White,37,42,49,35,39,1.86203,0.07987,Used in Last Year,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Decade,Used in Last Day,Never Used,Used in Last Year
1792,35-44,Female,Doctorate degree,USA,White,33,39,51,44,55,-1.37983,-1.54858,Used in Last Month,Used in Last Decade,Used over a Decade Ago,Used in Last Year,Used in Last Day,Used in Last Decade,Used in Last Year,Used in Last Year,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Week,Used in Last Decade,Used in Last Year,Never Used,Never Used
1793,18-24,Male,University degree,USA,White,42,29,57,39,57,0.19268,1.2247,Used in Last Day,Used in Last Year,Never Used,Never Used,Used in Last Month,Used in Last Day,Used in Last Month,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Decade,Used in Last Year,Used in Last Year,Used in Last Month,Used in Last Month,Used in Last Month,Never Used,Never Used
1794,18-24,Male,"Some college or university, no certificate or degree",USA,White,31,39,50,54,38,-0.71126,-0.84637,Used in Last Month,Used in Last Week,Never Used,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Month,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Year,Used in Last Week,Used in Last Year,Used in Last Year,Used in Last Day,Never Used,Used in Last Decade
1795,18-24,Female,"Some college or university, no certificate or degree",USA,White,44,27,60,44,36,1.86203,1.2247,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Week,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Week,Never Used,Never Used
1796,25-34,Male,University degree,Other,White,36,44,53,40,47,0.19268,1.2247,Used in Last Day,Used in Last Day,Used in Last Month,Used in Last Week,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Month,Used in Last Year,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Day,Used in Last Month,Used in Last Month,Used in Last Week,Used in Last Day,Never Used,Used over a Decade Ago
1797,35-44,Female,Left school at 16 years,UK,White,43,36,31,38,27,-0.21712,-0.52593,Used in Last Decade,Used in Last Day,Used over a Decade Ago,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Decade,Used in Last Decade,Used over a Decade Ago,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Never Used
1798,18-24,Male,"Some college or university, no certificate or degree",USA,White,39,39,57,45,30,1.29221,0.7654,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Year,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
1799,18-24,Male,University degree,USA,White,50,29,46,29,36,0.88113,0.7654,Used in Last Year,Used in Last Day,Never Used,Used in Last Month,Used in Last Month,Used in Last Year,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Year,Never Used,Never Used
1800,55-64,Male,Masters degree,UK,White,30,51,32,36,52,0.88113,0.40148,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used
1801,45-54,Male,"Some college or university, no certificate or degree",USA,White,56,31,46,26,20,-0.21712,1.2247,Used in Last Decade,Used over a Decade Ago,Never Used,Used in Last Year,Used in Last Day,Used over a Decade Ago,Used in Last Month,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Used over a Decade Ago
1802,25-34,Male,Doctorate degree,USA,White,41,50,60,51,53,0.52975,1.92173,Used in Last Day,Never Used,Never Used,Used in Last Month,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Year,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Decade,Used in Last Year,Used in Last Year,Never Used,Used in Last Day,Never Used,Never Used
1803,18-24,Male,Masters degree,USA,Other,28,43,55,50,43,1.29221,0.40148,Used in Last Month,Used in Last Year,Never Used,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Used in Last Decade,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Month,Never Used,Never Used
1804,18-24,Male,"Some college or university, no certificate or degree",USA,White,34,51,53,45,34,0.88113,0.7654,Used in Last Day,Never Used,Never Used,Used in Last Month,Used in Last Day,Used in Last Month,Used in Last Day,Never Used,Never Used,Used in Last Month,Used in Last Decade,Used in Last Year,Used in Last Month,Used in Last Day,Used in Last Year,Used in Last Week,Used in Last Day,Never Used,Used in Last Decade
1805,18-24,Male,Professional certificate/ diploma,USA,Other,40,39,55,51,37,0.52975,0.07987,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Month,Used in Last Year,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Used in Last Year,Never Used,Never Used,Never Used,Never Used,Never Used
1806,18-24,Male,"Some college or university, no certificate or degree",USA,White,44,36,52,46,38,0.52975,1.2247,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Week,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Year,Never Used,Used in Last Week,Used in Last Year,Never Used,Never Used
1807,35-44,Female,Professional certificate/ diploma,USA,White,36,34,40,42,33,0.52975,-1.18084,Used in Last Month,Used in Last Week,Never Used,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Decade,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used
1808,35-44,Male,University degree,USA,Other,34,33,54,39,29,0.52975,1.2247,Used in Last Week,Used in Last Decade,Used over a Decade Ago,Used in Last Decade,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Month,Used over a Decade Ago,Used in Last Week,Used in Last Decade,Used in Last Week,Used in Last Week,Used in Last Decade,Used in Last Decade,Used in Last Year,Used in Last Week,Never Used,Used over a Decade Ago
